	Sample 1	Sample 2	Sample 3	Sample 4	Sample 5	Sample 6	Sample 7	Sample 8	Sample 9	Sample 10	Sample 11	Sample 12	Sample 13	Sample 14	Sample 15	Sample 16	Sample 17	Sample 18	Sample 19	Sample 20	Sample 21	Sample 22	Sample 23	Sample 24	Sample 25	Sample 26	Sample 27	Sample 28	Sample 29	Sample 30	Sample 31	Sample 32	Sample 33
5813	8.325080544	8.568450195	8.329661815	8.401306206	7.766793903	8.3850427	8.387328072	8.566358533	8.422905743	8.423031847	8.258754455	8.721680252	8.116083993	7.778865631	8.840179954	8.113169141	8.711701384	8.1762729	8.60151082	8.497772018	10.18171133	8.295585286	8.378468272	8.758123255	8.974816079	8.71015208	8.37842492	7.933395595	8.95541743	8.147713722	7.969012308	8.427019456	8.961536514
5816	4.991408467	5.01658546	4.340562269	4.636334602	4.519793486	4.297925053	4.324090516	5.121015401	4.420212891	4.72900887	4.751677946	4.638653116	4.460742564	3.595742339	4.386810946	4.713695815	4.868884273	3.830863757	4.39848719	5.050066298	3.82984956	4.84899843	4.815063017	4.706530553	5.091699834	3.548436625	3.901108243	5.167518504	5.322288724	4.512226887	4.254745198	4.239550797	4.533563348
5817	8.739409342	7.817815093	6.451375982	6.769507291	7.576824431	7.717196587	7.211109564	8.032100843	7.508745554	7.354028938	7.8946359	6.851374267	7.531927242	7.291585141	7.377644358	6.590063019	7.065227623	7.15035658	7.125878364	7.495615224	7.225930411	7.69034725	7.105699028	8.122206791	7.567195561	7.244030776	7.586014083	7.631540867	7.989422885	7.605405437	7.362645218	7.103287808	7.540011766
5818	4.601696516	5.422233001	5.212569339	4.733896605	5.509379149	5.448570626	5.233427944	5.705148528	5.29351763	4.3305584	5.231509211	4.759688488	4.897240426	5.452200049	5.506843099	5.603181229	4.98230913	5.709290636	5.400196342	5.608513578	5.098874287	4.983677695	5.54689446	5.169123281	5.24830712	4.703211467	4.779785005	4.881175155	5.842978832	5.55059289	4.970853654	5.429950657	5.057883449
5819	8.729246852	8.116967695	5.905206469	8.054685709	8.504143652	8.042425465	8.104755987	10.05449579	8.278217121	8.293287708	8.638942669	7.722670938	7.583158004	6.893604905	8.621319301	6.855491443	8.056908618	7.91981677	7.977966758	8.182295025	9.195076871	8.555816155	7.717470799	9.288104739	8.284014345	8.675674816	7.234386354	8.402713651	8.886214796	8.192638034	7.198690586	8.338870062	7.92118637
5820	7.267629428	7.192884568	6.474111514	7.08459582	6.801546703	6.933808662	7.09824268	7.235248379	7.471756491	8.195790498	7.989195787	7.272956308	6.989706707	7.501279899	7.106955457	7.679761574	8.168972909	7.166414183	7.859410545	7.579542225	7.264817887	7.73403214	6.587665021	7.650908132	7.957798547	6.908932967	7.339582812	7.579542225	7.332081317	6.897119389	7.255878353	7.336372661	7.324540613
5822	6.496654083	6.634012356	6.7322692	6.415657274	6.516015147	7.149035756	7.224677025	7.092017108	5.687900522	6.64038956	6.405652061	6.885574364	6.78633498	6.794935663	6.404800964	6.918386234	7.008316564	6.276124405	8.244839501	8.326609251	6.197314999	6.372952098	7.14363831	6.572738117	6.354205296	7.026025399	7.067918315	5.928370323	6.232660757	6.986069563	7.094658343	6.49441561	6.28965006
5824	6.321386983	6.086826218	6.00270252	6.032762074	5.993900756	5.609991295	6.235344128	7.35473424	6.955940451	6.013908845	6.364047084	5.987320866	5.91981677	6.129076903	6.282625134	6.215872703	6.674404154	6.201829866	6.535586436	5.735522177	6.217424614	5.622930351	6.558267634	5.561020578	5.828326926	5.952799478	6.215096121	6.057883449	6.14689956	5.60496087	5.46139759	7.094763892	5.87282876
5825	6.713145902	6.895908465	7.61999983	7.141391916	7.866969778	6.549361133	7.153298683	6.536985376	6.830483516	7.664269492	7.23448216	5.86913112	6.92919922	7.231413207	8.115303806	6.549207089	6.652199648	6.767787198	6.601696516	6.501120634	6.703349915	6.893119476	6.785812075	7.06501215	7.375473913	6.761684194	7.11904486	6.631249825	7.537606691	7.22342255	6.93298241	6.942397208	7.339226481
5826	5.298291731	5.147713722	4.481557281	4.942983598	4.832383717	4.73714592	4.106850796	4.896756218	5.111031312	4.510329019	4.646162657	5.053980168	4.441616269	4.697106574	5.593951284	4.786596362	5.023255352	5.188242656	4.430285273	5.470862199	4.980939266	5.010779839	5.279842694	5.015247774	4.562547724	4.87774425	3.997292408	5.745775149	5.980253846	4.506525779	4.224194664	4.367371066	5.019257119
5828	5.917193037	5.800641097	6.371384614	6.080231272	5.343763122	5.8008999	5.812241495	6.54951516	5.891905188	6.713008392	5.628190335	6.015024705	5.960465374	5.002252452	4.912170803	5.163498732	6.221683781	5.789729251	5.417515003	5.287620044	6.33467553	6.018144529	5.245267467	5.66987716	4.540399306	5.362469889	5.602290585	6.245267467	5.263410059	5.555509427	5.621172753	6.328944145	5.150965784
5829	7.250393173	6.645730475	7.036283528	6.286696365	6.670868655	6.595891494	6.648033951	7.087674987	6.646450706	7.173227395	5.475084883	6.603477988	6.529040056	6.018367116	7.046905719	7.016808288	6.936520163	7.487840034	6.790772038	7.20026108	6.816215688	6.963936452	6.761950079	7.172827507	6.806581843	6.922078888	7.008540672	7.391372492	6.561173365	7.363083447	6.555816155	6.885574364	6.778208576
5830	5.74819285	6.464668267	6.766727659	6.84323015	6.701410436	6.902435414	6.066304502	6.360539862	5.800382248	6.417177412	6.864928972	5.848497755	6.792855352	6.344473459	5.741736624	6.913846824	6.984133595	6.526851312	6.318316841	5.675815931	5.624685811	5.817879032	6.251150991	6.429281193	6.987320866	6.250203656	6.226123143	5.988002938	5.609991295	5.617357262	7.312338439	5.584361253	5.834660658
5831	9.069181209	8.299253818	6.456806149	9.105594276	8.262000856	9.636407112	9.827342704	7.503905223	9.022922589	8.813300213	8.769176663	9.509913528	9.142183659	7.73714592	8.675851208	8.692580633	8.896635141	8.399042887	9.757189968	8.51195027	7.881603445	8.645982597	9.35838747	8.527516103	9.052214805	9.149518505	7.750204509	9.155703703	8.13873257	8.646198666	9.252121363	9.015387174	8.491011279
5833	6.132576843	5.399171094	6.897966432	7.969127461	7.243364426	7.854993017	7.017810585	6.27351589	6.887281552	6.347488497	7.340651278	7.728396738	7.39420543	6.374517881	7.520029304	5.563463237	3.999098034	6.255123015	6.324450605	6.476057596	8.03534898	5.462706751	6.736063628	6.108524457	7.754018952	6.969818186	6.693905069	7.559262359	6.606886339	6.906529877	7.534341795	6.870241407	6.051372102
5834	9.937947547	9.645802515	8.20725841	9.615721584	9.886641593	9.548995253	8.921781443	9.173002472	9.241792525	9.815463354	11.62919722	7.821582673	11.90549607	11.10313697	9.179336873	11.46113664	9.168120505	9.069422914	8.652235507	9.27668276	9.985329647	9.313087096	11.71309434	9.29312674	9.678547324	8.899236064	10.78236761	8.796526375	10.18695608	10.75637285	10.0610201	8.710220973	10.50390522
5836	7.985044962	7.805356952	3.228049048	7.840652056	8.174925683	5.224580566	4.604664415	7.883376437	7.952683014	7.898994315	3.845991771	6.251150991	8.776334327	3.564378169	8.926147714	8.123345461	8.197806431	7.50589093	8.839109285	4.600507645	7.428108883	9.014745821	9.074034394	8.030115331	7.882581917	7.214804795	9.094552786	7.493295071	7.058749412	8.433960931	8.245410093	5.842978832	7.828707735
5837	3.363171077	3.152183419	3.385431037	3.341985747	2.916476644	4.946262984	3.283921772	2.733354341	2.684818738	2.935459748	3.03562391	3.606442228	3.277984747	3.040892431	3.343407822	3.184280294	2.98550043	3.809414444	3.200064862	3.390942773	4.043519494	2.974529312	3.451540833	3.484138131	3.533563348	3.13422094	3.121015401	3.793895883	3.596935142	3.039138394	2.887525271	3.217230716	3.171527106
58473	6.900021467	6.338780944	6.178316272	6.523248293	6.185668359	6.361417467	6.668034004	6.553974808	6.336997417	6.040892431	6.584812212	6.102868054	7.088735246	6.67058544	6.405652061	6.829722735	6.437960088	6.386466093	6.609843592	7.154716864	6.508903979	6.744699314	6.351734323	6.787118983	6.946613905	6.424250286	6.836555368	6.540709263	6.98982022	6.337354298	7.747320259	6.70639241	6.910732662
58487	6.489607157	5.695715489	6.075532631	5.72900887	6.198101209	5.690137693	5.68846014	5.847996907	5.567727963	5.448570626	6.072963272	4.866413481	5.725195817	5.354381632	5.381283373	5.891419187	6.364922559	6.023920649	5.966015097	6.219555769	5.915520901	5.382321407	4.794935663	5.753016129	5.647602329	5.197314999	5.877007993	5.168321116	6.300306796	5.912410354	6.067165427	5.615592857	5.981167667
58495	6.483493351	5.798309782	6.126807703	7.63234093	6.983791683	7.695228291	7.686150316	6.519636253	6.335747634	5.741466986	6.515384461	5.925999419	8.413670236	5.649328041	6.556735948	6.555509427	6.203005338	7.959654253	6.017476563	8.752380647	6.493935486	6.237066521	6.333960351	6.249066034	7.040234917	6.098663782	5.581953751	6.671859468	6.725332171	6.308156975	6.491853096	7.787445525	6.405311683
58497	6.981852653	6.907010815	7.780113211	7.955824241	7.762747442	7.222553427	7.393519168	7.134631671	6.750204509	6.915759896	7.163599363	8.053491515	7.010667963	6.576068579	6.623369416	7.193476079	7.898208353	7.513174885	7.445345986	7.554665589	7.224966365	6.7977912	7.386724741	7.059723	6.739308071	7.224194664	6.861459166	6.565597176	6.824767853	7.193180354	7.000338092	8.593503172	7.12722055
58498	4.98230913	3.789729251	5.282439805	4.940636607	4.039138394	4.475084883	4.803227036	5.176322773	4.831370588	4.532940288	4.735522177	5.682854169	4.915998852	3.988230223	4.693208149	5.129695157	4.923624611	4.965784285	4.111031312	4.549669171	4.957450336	5.225737653	4.37086174	4.522306893	4.5987225	3.564378169	4.580748492	4.317593505	4.886062338	4.949534933	5.314696526	4.202417722	4.810443104
585	5.682573297	5.285772093	5.817623258	5.634593268	6.843732657	5.333065878	5.830103176	6.282254452	5.384395238	5.702103407	5.259649121	6.690836098	5.417515003	6.185866545	5.28872768	5.861211003	6.227664073	6.574707046	6.090430042	6.007419784	5.554588852	5.41040895	4.884597921	5.489607157	5.85224859	6.089371028	5.945092631	6.225159226	5.128458384	4.967168608	5.909773104	6.557042415	6.232468896
58500	4.972233124	5.735522177	4.704871964	3.953265239	3.444932049	3.788685711	4.495055528	4.047887329	3.952333566	4.537296067	4.194559886	2.682573297	5.258141996	2.963474124	5.050501697	4.22650853	5.029452886	4.568032105	4.64096791	3.937344392	4.117695043	4.964860664	4.363171077	5.449891473	3.745237332	3.929790998	4.17951105	5.008092421	3.659924558	4.085764554	4.514753498	4.647890091	3.566815154
58503	1.967168608	1.40053793	2.070389328	2.140778656	1.963474124	3.705977902	2.263034406	2.503348735	1.726831217	2.316145742	1.510961919	2.017921908	1.339137385	2.070389328	2.204766751	2.485426827	2.182692298	2.319039816	2.17951105	2.799087306	1.974529312	2.272023189	2.333423734	1.933572638	2.480265122	1.687060688	2.277984747	2.272023189	2.107687869	2.189033824	1.925999419	2.09085343	1.700439718
58504	6.899054756	5.050501697	4.332707934	4.230356745	3.791814071	4.580145484	3.66106548	4.750070486	6.942866339	6.339850003	3.577730931	6.560409266	4.056583528	4.496334513	6.951517859	4.311793718	5.715344295	4.165107985	5.682011391	4.680886921	3.816599707	4.929317595	5.60940039	6.938285792	6.809800278	6.203201156	5.385085854	4.859472667	6.432124273	6.272769732	3.971773447	4.005399988	5.76394266
58509	7.68572995	6.995484519	7.149645518	6.860466259	7.455573814	7.263597849	7.428443926	7.14251555	7.385172157	7.284106911	7.159770445	7.158963061	7.252665432	7.019479534	7.188242656	7.09212285	7.475571321	7.130210166	7.081297014	7.400879436	7.659068275	6.994127114	7.444517993	7.125981654	7.513885475	7.369640965	7.092017108	7.19711838	7.394119665	7.209453366	7.415488271	6.733218743	7.1017131
58510	5.125568452	4.968551603	5.000901403	4.078097423	4.551516018	4.306699707	3.632268215	5.091276694	5.347665656	4.464668267	4.073820233	4.539779192	4.476381688	4.96208625	4.943921327	4.788163657	4.50779464	4.50779464	4.008988783	3.439623138	4.952799478	4.449561375	4.35614381	4.482848283	4.129283017	4.636334602	5.021479727	4.254745198	4.614120869	4.121015401	5.157852169	5.099715999	4.008988783
58517	3.700439718	4.879215637	5.272769732	4.312519967	4.053980168	4.812498225	4.736063628	3.523561956	3.730096466	4.651912745	4.031218731	4.222650022	4.13996057	4.484138131	5.016139703	4.653633311	5.147306699	4.010779839	4.312519967	4.5987225	3.902073579	4.619413011	5.008092421	3.831877241	4.263034406	4.626439137	4.360364277	3.818646083	4.675251386	5.029011087	5.024585638	4.525442506	4.359661722
58525	5.225352061	5.442280035	3.836934011	3.150559677	4.534186139	5.272396509	5.204766751	3.478971805	5.463360886	5.59454855	4.669026766	4.219555769	4.312519967	2.803227036	4.691534165	4.655924213	5.412442825	5.001802243	5.171927354	3.360364277	4.231893162	4.27351589	6.314333994	5.16711703	5.022367813	5.395405605	4.375734539	3.681449265	5.433627167	5.529508641	3.879705766	4.026800059	4.842476063
58528	3.994579724	5.167919866	6.710117632	4.988230223	3.440952198	6.324090516	6.605849867	5.430954271	5.031218731	4.04701482	0.879705766	3.140778656	2.929790998	8.500204524	5.925049965	8.241315853	4.010779839	5.447909749	5.069530325	5.723558561	5.567119488	6.628044483	3.385431037	6.299391206	6.66448284	5.30560579	7.416164165	4.096767855	6.008988783	4.465321514	5.930027641	5.292781749	7.004389028
58530	4.415488271	5.020591095	4.967168608	4.166715445	5.004051885	5.09423607	4.414812061	5.454833907	4.987320866	5.498570013	4.37086174	5.103077947	4.319762428	4.655351829	5.014801602	4.279471296	5.022811651	4.753283616	4.744699314	6.333423734	4.83541884	5.225352061	4.341985747	4.760220946	5.315058966	5.033863452	4.537917249	5.087887101	4.658211483	5.205157884	5.736604875	5.379898164	5.183486514
5858	2.634593268	2.464668267	3.921245889	4.211790976	1.963474124	3.846994687	4.359661722	3.331991778	1.959770155	3.785550552	2.713695815	3.416839742	3.13422094	1.963474124	3.86393845	4.320484678	4.22650853	4.053980168	1.967168608	3.64038956	2.673556424	3.812498225	3.375734539	3.932628157	3.628773595	3.280956314	4.048759312	3.769771739	3.956056652	4.62058641	2.653060017	1.627606838	3.030336078
586	6.408372204	5.666472569	6.526381863	3.801158656	3.780310099	4.351910961	4.381283373	8.170075274	6.778865631	6.685519722	4.509062386	7.791097754	4.040015679	4.158660175	5.967399199	4.645586386	4.699329526	5.74899785	3.902073579	5.510012465	3.800123353	6.545968369	5.945326777	5.495375381	7.849811657	6.998082647	4.553360503	5.182692298	6.430787051	5.934752371	3.697106574	3.896271849	7.53239489
5860	7.063502942	6.890203467	6.758889433	6.980482356	7.09117089	7.183089461	6.933572638	7.280863545	7.099821179	6.922911406	6.673132372	6.893847558	7.406757738	8.890933022	7.094130482	8.893726237	7.368244526	7.567499815	6.960233672	7.010444185	6.485587833	7.127323744	6.898087397	6.558573776	6.848247353	6.715481584	8.577126661	6.865300243	7.23610989	6.808513765	7.543650538	6.830737021	6.827819025
5861	10.9989923	10.49896884	10.3198753	11.3561328	11.67369333	11.58082856	11.57530288	11.66826009	11.30583946	11.54672086	11.63576346	11.0172956	11.65065687	11.50655057	11.2925287	11.50849798	11.72442432	11.76229898	11.44687652	11.03121184	11.71119374	10.76837458	11.39635325	11.22382675	11.21475623	11.19200301	11.40627411	11.32135879	11.18163059	11.02552718	11.20556113	11.43559734	11.35030386
5862	8.051807107	8.175774077	7.333602628	7.327328083	6.381110294	7.62029315	7.813460557	8.306107271	8.298979001	8.298337559	7.731522691	7.270902649	7.466708681	7.374691752	6.54874486	7.758356483	7.750606505	7.330648028	7.325260476	7.396519159	8.144403327	7.319672121	7.012009901	7.713077149	6.938873855	7.936755705	7.550900665	6.756889855	6.368942914	7.674192268	6.91981677	7.950526737	7.42399828
5863	7.106432078	6.853870927	6.336461928	7.045486656	6.457298789	7.347488497	7.831307244	7.633867092	8.067165427	7.440370885	7.471512648	7.318407233	5.866413481	6.514595715	7.906830482	7.316598324	7.164404158	8.530913484	8.246645603	6.832257114	7.258801557	7.750405521	6.519793486	7.044175513	7.83307983	7.343940739	7.93557761	7.698426865	7.046032615	6.684117413	5.362469889	8.671399532	7.062423969
5864	3.812498225	3.327687364	3.286881148	4.039138394	3.063502942	3.365972428	4.18030702	4.233427944	3.927896454	3.688180359	3.232660757	3.438292852	4.13093087	3.619413011	3.147306699	3.826802684	3.343407822	3.384049807	3.100977648	4.08491466	3.214124805	3.826802684	3.672425342	3.568032105	3.793895883	3.17951105	3.340562269	5.026800059	3.43162296	3.624100895	3.119356177	3.341985747	3.454175893
5865	5.488322191	5.553974808	4.464014725	3.850999395	5.011674533	4.46727948	4.315421316	5.715893371	4.538538164	4.999098034	4.302319051	4.625854931	4.675251386	3.771885579	2.959770155	4.369466484	4.5360529	4.004501392	3.759155834	4.706530553	3.852997588	7.226893814	4.684818738	4.601102203	4.963936452	4.956056652	5.257764969	5.906890596	5.068240861	5.085339669	4.13422094	2.87774425	4.553360503
5867	6.213347282	5.311430456	6.794935663	6.975102789	6.639232163	6.565140169	7.594399256	6.380937195	6.668743189	5.361417467	6.350497247	6.566510756	6.313971371	6.30103885	5.5055734	3.121015401	7.254745198	6.764340847	7.727988505	6.539158811	5.972922364	6.362294538	6.288912203	5.63197732	5.757823336	5.763411574	6.1129086	5.547819957	6.525442506	5.840211433	6.22554487	6.611615038	6.806324057
5868	7.873321063	8.377774481	8.562547724	7.380937195	8.120289725	8.079271431	8.737686761	8.986211811	7.987946111	8.454998363	7.997292408	8.921573196	8.517157564	8.845709575	8.582104337	8.198936088	7.65026194	8.732201351	8.03655828	7.779916297	8.021923839	7.809800278	8.42693562	7.609991295	8.369510106	7.987946111	9.225834036	8.043300754	7.859721129	8.42508999	8.475328123	8.584098128	7.970566099
5869	7.497053445	7.689788364	7.340829278	7.754219433	7.490890979	7.604590292	8.029066319	8.016808288	8.122620956	7.915401388	7.959770155	7.460988233	7.019701914	7.996784168	7.841973119	7.760553633	8.098190034	8.405566974	7.622710768	7.671859468	7.938521046	8.491211756	7.989309341	7.895363217	7.946906274	7.435711927	8.427941333	8.546778731	7.046469233	7.421812378	7.708808002	8.97384084	7.249634957
587	8.620806317	6.905567519	7.509695842	8.278914019	7.874551087	7.473056289	9.14371483	6.519793486	7.755421735	8.105437134	8.241935496	8.189330401	8.557310521	7.281420069	8.117227504	7.601473678	7.567423758	7.851561666	7.252381596	9.235846705	8.284523387	8.928399935	8.239741718	7.792530033	7.521914462	8.18918212	7.292137545	8.031384168	8.213006983	7.867711174	8.500961352	7.740387932	7.397460726
5870	7.374083112	7.995145287	7.213347282	8.032596795	8.239550797	7.618605744	7.380850638	7.170325694	6.973611276	7.460005304	8.256916297	7.367982544	8.64385619	7.405822221	7.498490233	7.427270935	7.604516165	7.286511558	7.735995958	7.124121312	7.525912261	7.08395793	6.696967526	6.988230223	7.120911755	6.366846735	6.809671678	7.229011037	7.037382222	7.055607819	8.416417543	7.652629897	6.844486088
5871	3.873813198	5.34091827	6.236683945	5.916476644	6.664767255	5.538538164	5.995484519	5.758622982	5.589463893	5.525442506	6.440952198	5.798828178	4.470536865	6.234194723	5.699329526	6.25152975	6.23476954	7.116551902	7.034303768	5.98982022	5.974070367	7.183883459	4.970853654	5.260402093	6.17851547	5.506525779	4.759688488	6.566967329	6.54689446	4.715893371	5.103917211	6.917312401	6.074034394
5872	9.703107623	9.364397337	6.1959381	9.387091079	10.27220986	8.468746214	9.200653436	9.852108109	9.732998369	9.059587819	8.379724919	9.37288682	9.151980551	8.90574801	8.486312138	9.38493481	10.01128317	7.058641195	9.847918633	9.186634259	8.971572293	8.893726237	8.736807791	10.02739461	9.875964319	9.637965196	9.428778891	9.904032432	8.85735901	9.368113541	8.380677507	9.716236436	9.515266176
5873	6.727239777	4.870857864	7.308703071	5.753016129	6.276124405	5.517905554	5.503030646	5.868390453	5.735251376	5.020591095	4.280213996	8.674298215	5.158256229	8.464178138	6.045049741	8.993730964	4.071247819	5.06995989	5.412442825	5.003152449	4.95930649	5.156639311	4.537917249	6.006073567	5.295723025	6.294620749	6.651482282	5.730911624	5.705977902	5.943218087	4.981852653	5.557961427	5.493455201
5874	2.989139007	5.441284272	3.760220946	1.831877241	4.608809243	3.145677455	2.809414444	2.361768359	3.748461233	2.443606651	3.266036894	3.860962798	2.62058641	3.163498732	1.790772038	1.35614381	1.316145742	2.462052319	2.998195503	2.176322773	2.260025656	3.010779839	4.027684877	2.35614381	4.055716264	1.887525271	2.792855352	3.589763487	2.575312331	3	2.871843649	3.464668267	3.40053793
5875	7.750673493	7.054631449	7.118006651	7.844799901	7.356495988	8.427019456	7.907131025	7.522620761	8.451870479	7.13996057	7.540709263	7.479537774	7.625854931	7.672071697	7.788620464	7.981167667	8.022978055	8.181003133	7.80406647	7.786465677	8.112595888	8.294712637	8.30893055	7.448074996	7.34020618	7.453517579	7.762149461	7.496414412	7.610508139	7.536907693	7.476300671	7.482202926	7.608217853
5876	7.364484887	8.796007152	8.593166997	8.021202089	8.425299839	8.124948427	8.52985998	7.412188747	8.758389798	8.189231549	8.910732662	8.727988505	8.9111223	8.571904299	9.329616971	8.22554487	7.641979466	6.908692838	8.373909167	7.425509659	7.890325085	8.6158503	8.438542374	7.446587085	8.135042286	8.32818123	8.612463085	7.24697806	7.782015335	6.996049728	9.69064407	7.258236237	7.781949786
5877	4.114367025	7.013573919	6.504938132	6.720825666	7.172327492	6.325890061	5.972922364	6.325350433	6.467931546	6.135657989	5.873813198	6.560714954	5.766595162	6.022367813	6.902676587	5.595742339	6.306881946	6.355615383	7.241840184	5.510961919	6.682994584	6.244506551	6.035183997	5.791032617	6.284106911	5.502075956	6.975102789	4.390254956	5.780835002	6.489125429	6.175324989	6.226123143	6.237257771
5878	7.84165869	7.217036793	7.314515271	7.721509375	7.630813152	7.703695976	7.447000548	8.170075274	8.091594061	7.609030951	7.75788999	7.201045686	7.068025839	8.559491813	7.731183242	8.176572111	7.782343034	7.704526185	8.367938875	6.92314918	6.797402142	7.533096079	3.763411574	7.008092421	7.834407842	8.603737603	8.661314936	7.104755987	8.207892852	8.130827934	7.201829866	8.154362449	7.032762074
5879	10.66237464	11.5949497	10.08264139	10.56117337	11.11471839	11.28510741	11.0679452	11.07686903	11.52387065	11.0234425	11.40650266	10.34661346	10.97530345	11.07929143	11.07955145	10.80494574	11.03315454	10.62346087	11.43768966	10.62096206	11.57941494	10.96224534	11.13248688	11.11486151	11.15257639	11.58514095	11.49953699	10.8899678	11.04386804	11.26965853	10.95713107	11.42574567	12.20027028
5880	9.781441683	4.269781238	10.55111222	8.672283894	6.036283528	7.761551232	6.796364138	9.010416211	9.55966388	6.931801228	7.213833283	9.600340382	5.366322214	5.826548487	10.38557124	6.610286657	4.945794957	5.387155718	5.232660757	6.812498225	10.25841292	8.696828465	7.828009509	9.18157469	5.398829182	9.762199302	7.13093087	7.498570013	4.911212202	6.465484779	6.349436052	7.131959823	7.282347131
5881	8.901228945	8.768746734	8.303004406	8.779029848	8.640027973	8.430536184	8.361110366	8.358958826	8.341363148	8.57038703	8.488603375	9.443648089	7.964976149	8.507992799	8.526303606	8.398102352	8.553514104	8.424418266	9.340339724	9.181872803	8.375604231	9.210720042	9.132936649	8.795552678	9.799362579	8.650010565	8.196528361	9.288312416	8.836334446	8.48546708	8.346513733	9.10875966	8.634302842
5883	7.041549645	6.516487981	6.914205719	7.151168794	6.67793101	7.256916297	7.093285504	5.98208091	6.396433531	6.46319738	6.640244936	7.103077947	6.890811455	6.296273847	7.066519781	6.619266268	7.544346278	7.327058563	6.866907978	7.583383689	7.419370343	7.085658344	6.825022364	6.39609097	6.395405605	6.320304149	6.060479781	6.568032105	6.765534746	6.264348763	6.620879611	7.232372956	6.665335917
5884	3.977279923	5.132576843	5.671859468	4.971773447	4.596935142	4.412781525	5.83491343	4.680324357	4.928370323	5.027684877	5.102658131	5.221103725	4.92314918	4.894332742	5.255878353	4.845991771	4.934044647	4.204766751	6.454504938	4.503984704	4.589164237	4.635754391	3.228049048	5.129283017	5.09592442	4.663913842	5.121015401	4.365972428	4.954661621	4.473786912	5.62935662	5.458775699	4.394376945
5885	9.164605286	10.41108723	11.15360903	9.600507645	9.284407711	9.198715138	9.858680408	9.347864934	9.316077843	10.27408691	10.8079747	9.469804595	10.19827314	9.036338483	9.596767464	9.576106381	9.802128579	9.938756261	9.661671228	9.299116416	9.278333295	9.899220956	8.108053936	8.87682387	9.216042524	9.289903611	9.428381112	9.407947519	8.783980414	8.866011577	9.032927334	9.473279574	8.445470144
5886	9.617430732	9.776169803	9.859596903	9.82534044	9.217860788	9.936402378	10.08057772	9.316688823	9.836665816	9.815319246	9.734269294	10.21339589	10.09529152	9.905838247	9.845490051	9.854322985	9.497472656	9.461663609	9.651177293	9.359112614	9.856020832	9.54776213	10.2994599	10.22993635	9.650423516	10.13377157	9.968825164	9.703419134	9.671965586	9.478526959	10.03058438	9.122025556	9.600526229
5887	8.564835417	8.802322485	8.507755005	8.956492323	7.747118816	8.475773956	8.567119488	8.244696818	8.186857067	8.414262406	8.739240553	8.09206998	8.749701857	9.069208067	8.902194201	8.854182707	8.480749817	8.491973316	8.357727932	7.723285505	8.348506865	9.025111871	8.849061003	8.481678361	8.418948884	8.794123399	8.705355916	9.797612895	8.370513052	8.940137379	9.098742725	9.279331997	8.326654188
5888	4.341985747	3.215678597	5.165911939	4.142413438	4.339850003	4.690975738	3.907852072	4.351204277	3.537296067	3.410069692	4.27351589	4.851499202	3.754887502	3.63691458	4.266036894	4.181897643	3.806324057	4.938756261	4.211012193	3.733354341	3.475084883	4.432959407	2.260025656	4.763411574	4.340562269	2.648465443	3.576522138	4.185073638	4.098453246	3.685940148	4.076388069	3.965322548	3.947666157
5889	4.376429311	5.327687364	7.296182058	5.993674362	5.162693432	5.255500733	6.61176256	5.865671418	5.530445355	5.162693432	4.051372102	6.951984034	6.139551352	5.838195439	5.216454865	5.260778432	6.344828497	5.403608584	7.172427509	5.189033824	4.675251386	5.785027362	5.063502942	3.650764559	5.603181229	6.301587647	5.994579724	3.713695815	5.747655933	5.727920455	6.078524445	5.857483428	5.444932049
5890	3.694880193	0.275007047	2.752748591	2.615887074	1.475084883	3.181102551	2.384049807	2.528571319	0.263034406	1.169925001	0.111031312	2.545968369	2.673556424	2.655351829	0.831877241	3.257010618	2.757023247	3.502075956	3.22650853	2.901108243	1.077242999	0.604071324	1.682573297	1.286881148	0.687060688	1.09085343	3.263034406	1.970853654	2.247927513	2.17951105	2.392317423	2.885574364	-0.01449957
5891	7.826548487	9.468624043	6.429448588	6.368593763	6.666046429	6.418358635	6.629793734	6.819157224	6.466790238	9.386789396	6.459103696	6.336104825	6.00337736	7.729960561	7.581351247	6.533719071	7.104546339	6.988571084	6.490088724	6.798957748	8.179361757	7.581878452	8.562356919	6.73470962	10.00213991	6.159871337	9.432917662	7.6114675	6.766595162	8.07734983	6.278356528	7.747118816	6.632995197
5892	5.91336816	5.983221651	6.685239369	5.960465374	6.154007948	6.279842694	6.299391206	6.173727099	6.152183419	6.314152694	6.291493053	6.24697806	5.858727024	6.024142346	6.178913785	6.130107179	6.185668359	6.016139703	7.011786331	6.121844298	6.079591449	6.275938239	5.923862268	5.562547724	6.357200085	5.750606505	6.401391545	6.28965006	6.421896512	6.307428525	6.553667688	6.420886575	6.015024705
5893	3.09592442	4.481557281	5.077670274	4.532316959	3.867896464	4.299391206	4.743622676	5.321206567	4.34978987	4.777682717	4.37920506	4.741466986	4.284662185	4.710944155	3.744161096	4.249445341	4.890933022	4.450221496	4.379898164	5.35473424	4.308885057	4.39848719	3.961623328	4.117695043	5.118941073	3.815575429	4.246408087	4.186659017	4.499527024	3.527320608	5.717265145	4.290571851	3.12763328
