	Sample 1	Sample 2	Sample 3	Sample 4	Sample 5	Sample 6	Sample 7	Sample 8	Sample 9	Sample 10	Sample 11	Sample 12	Sample 13	Sample 14	Sample 15	Sample 16	Sample 17
51014	6.160274831	7.650333754	6.188836073	6.557195625	7.721714425	7.658996895	6.858602712	7.355439197	5.894817763	7.067380578	7.248781488	7.625416622	7.106327379	6.34925911	6.946847805	6.347134114	7.498091269
51018	4.699884729	4.452200049	3.710393192	3.865918815	4.294253136	4.645586386	3.886550147	5.453517579	4.663344619	5.29388543	4.271276259	3.945794957	5.128045891	3.304511042	4.378511623	4.234961095	4.336997417
51020	3.628773595	2.324810603	3.911691582	4.278728213	3.240314329	3.519793486	3.297191417	5.014801602	5.539779192	2.700439718	2.182692298	2.771885579	3.386810946	4.821199978	2.653060017	5.404971224	3.870857864
51029	7.357639971	7.11113567	6.855366853	8.49589499	8.079964713	7.263128328	7.836176625	6.947899886	8.607293321	7.892026663	8.323730338	8.086720086	6.783325685	7.754286254	6.92943596	7.16470584	7.564073256
51031	7.438708698	8.119563684	7.600804955	6.890081838	7.995427986	7.293425666	7.831877241	7.806775151	7.46008724	7.610655774	6.535275377	6.689019541	7.534030467	7.340473255	7.580070091	6.563615766	6.685379552
51032	6.911931212	6.689578726	6.780178844	6.785681319	6.554742322	6.719731057	6.928844037	7.09148828	6.844234988	6.401391545	7.256255873	7.208575784	7.447083226	6.591559746	7.394376945	7.262846543	6.737686761
5104	1.89917563	0.879705766	0.321928095	1.378511623	3.911691582	0.704871964	1.207892852	1.970853654	0.963474124	1.967168608	4.385431037	1.713695815	1.682573297	0.765534746	2.811471031	1.929790998	3.075532631
51042	7.666259515	8.033808403	7.753551055	8.083798414	8.470618206	8.343585483	7.642051693	7.406332578	8.025194943	8.166815852	9.068617074	7.813203998	9.171527106	7.484863164	9.613513236	9.565159214	7.240314329
51043	3.99004722	2.801158656	3.042644337	3.308885057	2.538538164	2.718087584	3.488000771	2.989139007	3.580145484	4.545968369	3.121015401	3.139142019	3.757023247	3.66448284	3.232660757	3.393690764	2.257010618
51046	1.735522177	3.768713657	3.054848477	1.871843649	3.099295204	2.987320866	3.253989266	3.03562391	1.883620816	2.769771739	4.026800059	1.604071324	1.687060688	2.869871406	3.742006211	3.498250868	3.948600847
5105	3.459431619	3.264536431	3.257010618	4.160274831	7.526773081	2.99095486	3.500802053	3.9202933	2.589763487	3.419538892	4.69432306	2.786596362	4.045268215	2.700439718	3.080657663	3.682573297	3.423578171
51050	2.523561956	2.22342255	2.097610797	1.937344392	1.739848103	1.914564523	2.316145742	2.797012978	2.277984747	2.575312331	2.702657543	2.792855352	5.123500664	2.767654798	2.599317794	3.679198571	2.097610797
5106	6.677085351	8.481516918	6.848122135	7.288912203	8.256774803	7.265005493	7.051045762	8.034578897	8.105437134	8.099558215	8.30487605	8.175474701	9.275728773	8.664625055	8.430076147	9.051589621	6.606146078
5108	4.017031081	3.008988783	3.695993813	3.533563348	3.914564523	4.310340121	3.826802684	3.998195503	4.278728213	3.608809243	4.247168	4.676944359	4.969012308	4.09085343	3.646162657	4.439623138	2.95419631
51083	4.205548911	5.253232939	8.291493053	4.100977648	8.690067834	3.161887682	4.734438666	6.686080264	2.500802053	9.307861087	5.49217366	3.117695043	3.22650853	3.340562269	4.463360886	4.851499202	3.965322548
51090	5.93593114	6.320665184	6.397118409	6.744564778	6.095502518	5.765004246	5.842224613	5.815319246	6.218393711	5.99095486	6.396776011	5.558573776	6.226315849	6.237066521	6.161686175	6.079804755	6.603626345
51096	7.299299615	8.644901765	8.059939264	7.966072795	8.665513578	8.645802515	8.395105655	8.26171885	8.722807531	8.054360118	6.547511524	7.747320259	7.736198959	7.40173285	8.195347598	7.76427449	7.531147491
51097	5.694044413	7.099821179	8.543843833	8.049794107	4.854993017	5.86393845	8.503269219	5.673556424	8.320574934	8.10349764	6.365797502	6.443606651	6.251340383	7.377384077	5.583158004	7.075532631	7.936107872
51099	1.584962501	2.859969548	3.434294618	3.049630768	2.263034406	2.713695815	3.538538164	3.106013238	4.22650853	3.955126781	2.286881148	0.98550043	2.543495883	2.918386234	3.781359714	3.165107985	2.801158656
5110	8.943540448	8.077403242	8.870272236	8.563425102	9.358233605	9.385603598	8.888103939	8.735352932	9.786825032	9.328764672	9.218635884	8.815543408	8.609769734	10.49714329	7.42483813	8.821168082	8.960610169
51100	7.790055203	6.915281866	7.055499366	6.818646083	6.864309976	6.969703088	6.417683769	7.140369671	7.359134582	6.177718511	6.591858905	8.672602132	4.777156666	7.956637518	6.559032868	4.9202933	7.138220594
51101	3.703765179	1.028569152	1.883620816	1.895302621	0.879705766	1.40599236	1.613531653	1.98550043	3.748461233	1.646162657	1.15704371	1	1.82374936	3.937344392	2.280956314	2.992768431	2.358958826
51103	6.130313146	6.254934119	5.771357409	5.88679399	6.965322548	6.161081482	6.906409617	5.805808349	6.573192724	6.720278465	6.226701185	5.96208625	6.313608657	6.332886917	6.057883449	5.917670434	5.102238194
51109	5.691254979	7.232756677	6.771225336	5.927659461	7.841910239	8.091911357	7.717196587	6.898450233	8.382278171	7.227664073	7.637059538	7.517826836	6.515226746	7.313699344	8.212277502	7.378685014	6.916596068
5111	8.129592133	10.71627074	9.6943753	8.071944968	10.51467461	9.882780588	10.61072959	8.653633311	11.85850947	9.9210078	9.227086417	9.549264858	9.156942621	9.447641181	9.660174212	7.848748115	10.0925061
51112	8.696758929	8.619523057	8.722534332	7.772083592	7.860838679	8.328540299	8.122724479	8.36321489	8.076601849	8.672213165	7.780835002	8.450138997	8.598982971	7.867155163	8.516290986	8.677860557	7.947373942
51141	6.571828473	6.14547367	5.975446766	5.800382248	6.363171077	5.156234798	5.94181058	6.211985606	7.055065473	5.638942669	4.925999419	6.383704292	5.455820365	6.616769366	5.323009711	5.114783447	6.195150711
5116	5.320845668	5.818390444	5.744161096	5.362820526	5.854494418	7.171527106	5.391630262	7.335211682	7.421896512	6.064581109	6.717539343	6.539158811	4.566815154	5.998421189	5.616181231	4.850499414	5.56315813
51172	7.635609302	7.468013034	7.975962577	7.155526627	6.582405464	7.500483401	7.769308924	7.143842354	5.604664415	7.815639468	5.69265037	6.630376347	8.153197331	6.750606505	7.892816	8.232804635	7.472406536
51176	4.932628157	3.386810946	3.078951341	3.454175893	4.175524601	3.324810603	10.15466624	4.622344723	11.4335072	4.505255801	5.289096702	4.5987225	6.640678764	4.285402219	7.537761979	7.363258702	4.151371776
5118	6.789729251	6.815831566	7.345981766	7.191306019	6.238977882	7.22554487	7.794350879	7.392746732	7.230644948	6.761950079	7.824767853	11.61485705	7.092228584	7.873874703	7.043300754	10.91655129	7.007644031
5119	9.529899012	8.823399087	9.713901978	9.104284235	9.28424575	8.64738647	8.000788758	9.149696319	8.426516366	8.685344507	8.386983342	8.493174961	8.297053818	8.437127844	8.209648311	8.10706011	9.112491636
51195	4.75595577	4.514753498	4.947666157	4.323370069	3.734438666	5.080231272	4.537296067	5.766860144	5.097610797	4.639232163	4.841469999	4.422233001	5.365622556	4.838447593	4.132576843	3.484138131	4.791293149
51196	5.234194723	5.362820526	4.552745937	4.230356745	2.307428525	0.948600847	1.070389328	0.555816155	3.148934105	2.207892852	4.163498732	3.854993017	2.560714954	1.673556424	1.10433666	3.073820233	2.733354341
51208	4.54225805	3.465974465	3.462052319	3.215678597	3.545968369	2.438292852	4.335569006	2.794935663	4.097610797	3.904002316	3.549669171	2.389566812	3.012568674	2.469885976	3.196921734	4.230356745	2.14404637
5121	4.624685811	3.486714373	2.010779839	4.574101508	4.671293372	3.192194165	3.942983598	5.982765463	4.148120631	3.125981654	3.106013238	4.152994605	4.251719093	3.965322548	3.653060017	4.705425039	3.632268215
5122	4.948133578	4.827310944	4.278728213	4.361768359	3.771885579	4.493134922	3.865918815	3.423578171	3.762348816	5.942749071	5.362469889	4.495695163	4.623515741	4.15704371	4.760220946	4.657068301	4.395748328
51230	5.216066783	5.108106224	5.454175893	5.235344128	5.061344188	5.314696526	5.02103548	5.39848719	6.220329955	5.787641414	5.110613806	5.532316959	4.915998852	5.487357715	5.57500972	4.95373085	5.077670274
51232	10.60118579	10.9202263	11.090033	10.02060498	7.473624583	10.38162947	3.901108243	7.832890014	4.101818134	9.515542158	9.835671479	7.959943991	3.346247774	3.840966704	2.124328135	7.09244003	10.10083314
5125	5.302319051	5.321206567	2.6622055	2.456806149	2.316145742	3.068670811	3.837943242	2.12763328	4.201633861	4.721919446	3.084064265	1.5360529	2.23572706	3.878725341	1.739848103	5.085764554	3.424922088
51257	5.504302583	4.678071905	5.313245852	4.566815154	4.992768431	4.053980168	5.885330315	5.033863452	4.44625623	5.63343121	5.169925001	4.472487771	4.873813198	5.826802684	5.040892431	5.081510068	4.792334806
5126	4.22650853	2.700439718	4.073820233	4.46662712	3.751677946	2.508428653	3.207892852	3.481557281	4.815063017	3.565597176	4.808385051	3.705977902	4.474436043	4.563768278	2.773996325	4.800641097	2.885574364
5127	8.111240021	7.208868371	8.016975386	8.539895483	8.059182199	7.125155131	8.401988775	7.143842354	6.914205719	8.108315355	9.365141344	8.480709432	8.792074462	8.248639194	8.344384686	8.978510269	7.491772944
51275	6.360715425	5.508428653	6.008988783	5.496334513	5.80451827	5.834407842	6.089371028	6.388017285	6.164102412	5.519479002	6.030777472	5.72410452	6.260590275	5.92243574	6.314333994	6.158256229	5.664767255
5128	5.116447936	5.213736096	4.976821852	5.22342255	5.60940039	8.010388235	6.248686627	6.04679661	5.995484519	5.644721547	3.613531653	4.670727054	5.273142859	5.429950657	4.706530553	4.963474124	5.976363636
5129	6.583308465	6.071891353	6.803485376	6.06608919	5.925999419	5.375387027	6.807226104	6.948717641	5.918386234	6.371384614	6.245647774	6.822730148	7.096029876	6.471837762	6.455162801	6.148934105	6.302136235
513	10.39873301	9.813444523	10.13910364	9.603533624	10.26948906	10.32069903	9.071060068	9.955330242	9.828549077	10.26711439	9.127659071	9.15035658	10.57409204	10.24290018	10.28000515	11.43014412	10.23766409
5130	5.720278465	5.312519967	4.958378712	5.980939266	6.095080492	5.477677328	5.411426246	4.909293086	4.998195503	5.432291338	5.916237768	6.056149961	6.03848008	5.363171077	6.370687407	6.385603598	5.372255648
51304	6.983677695	7.48050749	7.491051376	7.749601306	8.550554413	7.567423758	7.800770504	7.54974617	7.482283612	7.679972643	7.624832002	7.131136719	7.972060762	7.580748492	7.35411712	7.291585141	8.203984166
51308	5.215290306	6.247357916	6.733896605	4.654206378	4.703765179	4.910252963	5.294988268	4.502712486	6.242221395	4.969472865	5.545968369	4.959770155	5.537917249	6.884231584	4.790772038	5.394376945	4.82374936
51317	7.678212786	7.614194504	6.763411574	7.986922842	7.064688882	7.84165869	6.56924803	8.280028357	7.759621917	7.015582312	6.666898582	7.356760064	7.523953939	7.734235417	6.716579421	7.454504938	7.717333699
5132	3.341985747	1.286881148	2.13093087	2.82984956	1.807354922	2.56315813	2.792855352	3.422233001	1.937344392	2.811471031	3.638073837	3.358958826	2.851998837	2.003602237	2.615887074	1.560714954	4.06091205
5133	6.491853096	6.208088008	6.585563498	6.163498732	6.157447996	6.376776572	6.357552005	6.638508318	6.958378712	5.849498932	6.28872768	6.592158002	6.54951516	6.856736756	6.487840034	6.953614461	4.890933022
5134	5.427270935	6.893362211	6.731997787	6.595891494	7.482767629	7.408032466	6.363871925	7.61227877	8.127168951	7.246027981	6.786727035	5.355086762	6.920412408	5.551208374	6.454011343	7.751878752	6.867031576
51341	6.353499735	6.184478671	5.93593114	6.512384929	5.857980995	6.171126747	5.961623328	6.547511524	4.941575862	5.506525779	6.133810091	6.445925299	6.575614878	6.144862143	5.364922559	6.838321521	5.921245889
51343	9.621209391	8.012233436	8.691673738	8.543379882	8.404502961	8.651338766	8.144505299	8.125361806	8.366803032	8.222360218	8.488723866	8.809350129	9.479376091	8.405566974	9.373843933	8.639376889	8.950380926
51347	6.73457415	6.561020578	6.323189901	6.688879711	6.253611152	6.618679151	6.719046504	6.919697613	6.680324357	6.483332111	7.158054213	6.473786912	7.281141834	5.820689561	7.325800137	6.733354341	6.682151888
51350	5.696272084	5.63314055	5.017476563	4.411426246	4.216454865	4.64385619	5.095502518	5.334139179	3.889473543	5.54874486	4.987775616	5.826294245	3.908812908	4.873813198	5.436961338	4.303050085	4.902556005
51351	5.832636888	5.013015536	5.276124405	5.489286023	6.158660175	5.033423002	5.963474124	7.111448698	8.058695305	5.637494325	5.66618849	6.058749412	5.020591095	5.855491443	5.667892125	5.653346693	5.951168129
51352	5.305240966	5.042644337	5.548436625	4.477677328	4.604071324	4.547203025	4.617651119	4.575312331	6.447248569	5.167518504	5.118941073	5.694044413	5.753283616	5.3172317	5.011674533	5.671576448	4.708187236
5136	4.544732656	4.485426827	2.207892852	2.555816155	3.523561956	3.956056652	2.09085343	3.0721058	4.274261661	5.57500972	3.438292852	4.402585758	3.001802243	3.19061486	4.845991771	2.523561956	4.619413011
51360	3.697106574	5.687060688	3.40599236	3.894332742	3.919340082	3.125981654	5.028569152	3.801158656	2.169925001	5.290940402	5.081936082	5.121015401	5.648753033	2.482848283	4.269781238	4.225737653	3.901108243
51362	3.915520901	3.589763487	2.914564523	2.23572706	4.017921908	4.284662185	3.037382222	3.215678597	4.512226887	3.646162657	3.588564737	3.745237332	4.054848477	4.102658131	2.813524689	4.133399125	3.663344619
51363	8.609474266	7.394805642	7.906108924	7.445925299	8.446421667	5.857732233	5.806324057	9.083346354	5.229203358	8.280863545	8.054522922	6.157650097	5.355791547	3.485426827	5.338780944	5.406332578	8.045268215
51364	4.799087306	3.63343121	4.253989266	4.438292852	3.503348735	3.956985925	4.357552005	4.440952198	4.011674533	3.98550043	4.386810946	3.825785627	4.99004722	4.212569339	4.181897643	4.866413481	4.128458384
51366	6.306517445	6.793115555	6.042425465	6.950468414	7.255878353	7.552669098	7.30633516	8.20994068	7.662846365	6.643134662	6.152183419	6.963011648	6.880195729	6.747790181	6.601250805	6.443275112	6.860342097
51367	6.639376889	7.631904587	7.678494508	6.495855027	8.367502118	8.271369647	8.050229588	8.03815081	8.074034394	8.078417702	7.154413085	7.39386234	7.074569657	6.616769366	7.832700173	7.635536752	7.238691339
5137	4.77452353	4.882643049	4.898208353	5.584361253	4.449561375	4.020591095	4.602290585	4.479618608	3.722466024	5.415826257	4.43496176	4.333423734	4.714795011	4.039138394	4.762348816	5.487679279	3.3950628
51375	6.398316163	6.08236197	6.196331634	7.006859013	5.839203788	5.935695463	5.433627167	3.206330648	3.669026766	5.483815777	4.765004246	7.156133652	5.203984166	7.135965742	5.167919866	5.153400028	6.640678764
51379	7.712251848	7.718156099	7.790446248	7.7778142	8.408457125	8.287435356	7.917312401	7.898692073	8.989139007	7.925880771	7.236683945	7.650836347	7.86913112	8.700509077	7.630521963	7.140778656	7.464994927
5138	7.670372993	7.107164756	7.351115917	6.608661418	7.844611621	7.372952098	7.437960088	7.011786331	7.097610797	7.088629255	7.709566354	7.136786096	7.46376957	7.588789579	7.294069295	7.466708681	7.781949786
51382	6.091699834	6.551669815	6.129901182	5.884353707	6.701964839	6.762083004	7.740792672	7.28077077	7.076708727	6.189033824	6.981510201	6.487196907	7.696828465	6.619853147	7.936637939	6.994692855	7.19702006
5139	2.039138394	4.105175192	2.09423607	1.819668183	1.700439718	2.657640005	2.86393845	3.822730148	2.207892852	2.996388746	2.370164281	2.140778656	3.343407822	2.381283373	4.558879853	2.543495883	2.372952098
5140	3.407352751	4.196134881	3.207892852	3.0721058	4.118525849	2.538538164	6.187846909	4.244125943	4.727920455	6.786988345	1.084064265	2.72900887	4.424250286	3.028569152	5.912170803	6.48703608	3.112700133
51406	5.22650853	5.997066545	5.547511524	5.867649406	5.523561956	6.392317423	6.122258568	6.675110215	5.391286558	5.490890979	6.128252152	5.032541697	6.813781191	5.037821465	6.084702108	3.769771739	5.986865972
5141	6.467931546	7.067810784	6.961044467	6.324990569	6.559797696	6.612794795	7.096029876	7.028679649	6.912170803	6.606294161	7.258236237	6.311975314	7.319491491	6.720278465	6.767389962	7.354910512	6.687620632
51412	6.015024705	5.776103988	5.773732651	5.837438715	4.589763487	4.67468662	6.013238915	5.360013042	5.5987225	5.325170512	6.00966069	6.11727946	5.742006211	5.965784285	5.217618485	6.276124405	5.19061486
5142	4.549669171	8.247215482	3.627606838	2.924099886	8.476260162	6.446752485	8.199672345	3.590961241	2.944858446	7.830673649	3.59812696	4.308156975	7.160073098	6.749802402	7.454340425	4.527320608	3.56315813
51421	9.02920439	7.886672074	9.140471928	9.243031135	7.561326136	8.840998166	6.243554843	7.295814843	4.665620164	7.250582665	9.972836227	8.187401564	5.843732657	3.588564737	6.478648295	5.844988157	9.134297961
51429	4.269033146	4.79753184	4.43629512	4.008092421	3.716990894	4.346956889	4.331991778	4.971773447	4.646162657	4.529196268	3.724650272	4.434294618	4.714795011	4.084064265	3.852997588	3.685940148	4.40599236
5143	6.17512535	6.6794801	5.911451912	6.312882955	5.949301468	6.467768557	6.228626318	6.483976963	6.01368557	6.870734594	7.012568674	4.90833257	6.483332111	6.424418266	5.910492832	6.865795121	5.719457275
51430	5.015247774	5.622637567	5.543186525	6.034303768	5.732540561	5.627023106	6.095080492	6.799216853	5.987775616	4.839455765	5.165911939	5.82858081	5.274261661	5.277612871	5.524815928	5.030336078	5.278356528
51433	9.581577216	9.99011815	10.06344901	9.837154841	10.12777513	10.28218494	10.59211127	10.7325236	10.94144382	10.63133169	9.218199944	10.20480342	10.23075301	10.07828426	10.02932864	10.31278087	10.16854677
51439	6.40599236	6.568032105	5.857980995	7.1048608	7.143230135	5.955126781	7.100346961	7.695576306	6.189429246	6.166715445	6.48188014	7.086295483	6.580748492	5.902797158	6.847245307	6.057883449	5.880685525
5144	5.015693807	8.105856141	5.048759312	3.586164246	4.339137385	5.82984956	5.378858383	4.93593114	5.176721693	7.135760581	4.435628594	4.404630684	5.798569004	7.079378111	5.302684614	4.049630768	4.876762491
51442	4.047887329	2.451540833	1.992768431	3.893362211	2.510961919	4.122672719	4.274261661	3.305970521	3.486714373	3.032100843	5.492814573	3.607626221	3.46727948	4.679198571	3.961623328	3.007195501	3.534808661
5145	5.652486495	4.725195817	4.54225805	4.938756261	4.526068812	4.902073579	4.96208625	5.031218731	3.631104282	5.255500733	5.56163163	5.166715445	4.138323004	5.675251386	5.360013042	5.129695157	4.657068301
51454	6.412781525	7.374952519	7.558420713	6.129901182	6.619119511	5.451870479	5.249445341	4.310340121	3.277984747	6.046360091	5.901590992	5.825531251	4.796493929	2.147306699	5.322288724	6.986410935	6.051372102
5146	4.737686761	2.430285273	2.257010618	1.757023247	1.084064265	1.545968369	2.09423607	1.495695163	1.014355293	1.827819025	1.604071324	1.589763487	2.046141782	1.89917563	2.150559677	3.147306699	1.304511042
51460	4.012568674	4.165107985	4.555816155	3.132576843	5.160678213	4.941106311	5.012568674	4.875780063	5.12763328	3.607626221	4.554588852	3.947666157	4.915042791	3.619413011	4.360364277	3.871843649	5.069530325
51465	6.460251099	7.136068312	7.56924803	6.862451391	7.854245054	7.068133354	7.837564863	7.413289427	8.254367281	7.317955218	7.143842354	7.364222221	6.853621456	8.323234945	6.989252565	7.296273847	7.921483937
5147	7.66732447	7.63778411	8.297329002	7.053980168	7.333244817	7.716236436	7.657354182	6.474111514	8.479456935	6.978653265	7.511831703	7.387500406	7.057341958	7.80503444	7.775709036	7.641473777	7.411256746
5148	5.351910961	4.955591792	5.225737653	4.866907978	4.445594291	4.478971805	5.06436554	5.09592442	4.491211756	4.9202933	5.165510018	4.940636607	5.389566812	4.827310944	5.537606691	5.234194723	5.142413438
5149	3.541019153	2.046141782	2.017921908	2.553360503	3.412781525	3.201633861	2.577730931	0.90303827	2.998195503	1.687060688	4.214124805	1.944858446	3.950468414	4.14404637	3.947666157	3.550900665	2.260025656
51490	5.111031312	4.538538164	4.767654798	4.776630423	6.386121157	6.908092341	4.34978987	6.500802053	5.341630009	6.360013042	4.77925972	5.406332578	4.975905274	4.34269696	6.764473551	5.441948191	4.269033146
51491	6.53838296	7.705770603	6.68116812	7.793115555	8.452529545	8.423368071	5.495695163	8.388189537	7.934162625	8.029949748	8.622491152	6.168922782	7.754820709	6.385431037	7.589463893	7.761684194	6.842727469
51493	7.445014846	8.524737587	8.137503524	8.142464495	8.310112864	8.40782009	8.473218682	8.163297449	8.990160706	7.99242856	8.42315794	8.001633378	8.778504288	7.721304297	8.999830924	9.055336671	8.18299018
51499	4.762880293	5.765269521	5.312519967	4.396433531	6.142413438	6.087674987	5.162290614	5.819157224	5.244887059	5.784503983	4.588564737	4.505255801	5.452200049	4.850499414	5.385776138	4.759155834	5.198494154
515	5.035183997	4.545350645	4.639232163	4.473137488	5.108106224	4.850499414	5.292045492	4.889473543	5.553053253	4.823239844	5.181102551	4.038260575	4.539779192	4.627023106	4.517275693	5.340562269	5.360364277
5151	7.115511897	10.13695267	6.417515003	7.21042783	7.571904299	7.722466024	8.173227395	8.396048145	6.647890091	8.130416118	6.714520291	7.730775797	7.458939707	7.246598103	8.188934952	7.24697806	6.86678437
51512	8.043792871	8.354954576	8.533602281	8.325890061	8.04696027	8.266692856	9.085764554	8.267910281	9.618954392	8.584774638	9.202491187	8.769441172	8.653884056	8.815991629	8.339760945	8.314243347	8.671965586
51517	7.210817432	6.939696741	7.247452865	6.958958643	6.945560886	7.021257621	7.334943631	7.1129086	7.042425465	6.825022364	7.265099288	6.628481994	7.639304528	7.515069014	7.295447535	7.124741692	7.14547367
5152	3.832890014	3.933572638	3.528571319	3.547203025	6.122672719	3.454175893	3.503348735	3.286881148	3.333423734	4.213347282	6.367895206	3.075532631	3.928844037	3.419538892	3.582556003	4.388878339	2.867896464
51526	6.084276911	6.124328135	5.531693361	5.699329526	6.04592344	5.054414388	5.941575862	6.819157224	6.27351589	5.560409266	6.060047384	5.50589093	4.764473551	4.730096466	5.60496087	4.914564523	5.665904355
5153	5.705148528	5.688739868	5.496654083	6.795195491	5.115615931	5.365972428	5.800123353	4.6622055	6.647170578	5.564073256	6.069100632	6.328046556	6.444600814	5.730368236	6.486553493	6.678071905	6.290571851
5154	8.701687664	8.132474024	8.015916772	6.4374608	8.018144529	8.935960597	5.654206378	7.979167931	6.574858391	7.283366213	6.301770532	9.086560875	6.625270489	9.700110219	6.59812696	8.976650038	7.479861085
5155	6.810957159	4.045268215	8.087197616	6.355439197	6.757956641	3.953265239	5.672708196	7.042753761	3.676944359	4.241840184	7.034413826	5.394033895	4.817623258	4.559491813	5.407012774	4.952799478	6.914803677
51552	8.969559203	8.530328299	7.822921305	8.554934136	9.015219892	9.046878442	8.601399391	9.615243395	8.616916363	8.375647668	7.387155718	8.614709844	7.988911865	8.694253403	7.77636723	8.199623273	8.461438519
5156	6.381975479	5.565597176	5.974988112	6.020813304	6.822857589	5.654779217	5.861211003	6.033863452	5.777419716	5.931210275	5.922673593	8.016863989	6.263222245	5.818646083	6.255311886	6.470862199	5.743353391
51560	5.890203467	3.23878686	5.6794801	3.477677328	4.238022518	3.106013238	4.092545742	4.677508242	3.739848103	3.604071324	4.418189948	4.644433152	7.209258394	6.109778429	4.977737849	6.544732656	3.22650853
51561	7.600358968	7.445511528	7.517196941	6.953032377	7.024585638	7.191898177	7.221103725	7.442445929	14.13767642	7.487759659	7.869624686	7.051372102	7.727784345	10.47919418	7.5389261	8.107007785	7.290479698
51567	8.74899785	8.875718639	7.104965605	7.936873462	7.942279902	8.679198571	7.904243227	8.395833996	9.164077264	9.101503009	7.328585177	7.946906274	7.203396949	8.523797159	6.591410143	5.956753663	7.47045552
5157	4.955126781	6.874428132	2.358958826	5.129283017	5.470211457	3.124328135	5.128458384	5.584962501	4.101818134	4.634012356	3.983677695	6.686360453	4.900625333	3.005399988	3.363171077	6.118318192	3.714795011
51573	6.473949222	7.679198571	7.242411963	6.800511679	7.08491466	6.303780748	6.939109013	7.400367146	5.884597921	6.862575371	7.225255646	6.697523639	6.262658655	7.207111961	6.706944902	6.624832002	7.650549173
51574	6.502712486	5.70016225	6.266411766	6.395748328	6.447413892	5.451870479	6.263034406	6.885208276	7.726081889	6.065443063	5.244125943	4.821710215	5.708463165	6.761551232	5.005849076	5.10433666	6.656639374
5158	3.107687869	3.155425432	3.942983598	3.77925972	2.472487771	2.010779839	1.98550043	2.748461233	6.583910152	2.821710215	5.052676724	1.992768431	2.513490746	2.117695043	2.910732662	1.718087584	3.690417096
51582	7.796429035	7.237162149	6.285956995	7.253327501	8.907731922	8.157296402	7.969990816	7.710944155	8.257057777	7.191602128	7.609769734	7.978996396	7.509933316	6.66035251	7.13996057	6.630667565	6.965322548
51585	6.208868371	6.412612185	5.924812504	5.940401698	6.560256398	6.368244526	6.351027552	7.98879828	7.023588039	6.640823345	6.212958363	5.937815169	5.393347551	6.763013132	5.976363636	5.511910749	6.235918488
51588	5.073391816	4.8899602	5.081083929	5.098453246	4.48864354	5.049630768	5.321567376	5.137503524	4.931683057	4.927422429	5.274261661	5.323730338	5.6441447	4.707082992	5.196921734	5.593951284	5.334496768
5159	4.279471296	3.947666157	4.943921327	7.028900616	4.391630262	3.438292852	4.305970521	4.562547724	3.754887502	4.412781525	4.297191417	9.930752119	3.90014226	4.857980995	4.101818134	5.585263031	6.690975738
51592	6.972692654	7.515305605	7.697106574	7.792920407	8.411426246	7.667963066	8.050011864	10.8300477	8.992400234	7.839455765	7.019479534	8.203984166	7.013797212	8.01346226	7.875042803	8.048541366	7.954370819
51593	8.904393776	8.890142654	8.767323745	8.661528722	8.743959212	8.910222976	8.881817543	9.238595812	9.074997725	8.982879523	9.316553072	9.11113567	9.017977566	8.815991629	8.898661845	8.441906705	8.507715369
51599	7.632631752	6.633576519	7.174825839	4.220329955	9.094447222	1.257010618	4.194559886	8.174775914	2.44625623	1.835924074	8.703592167	3.148934105	1.432959407	2.336283388	4.831877241	2.381283373	7.293425666
516	9.810089585	10.59072738	9.694427539	10.19752388	11.13415675	10.10303859	10.00943676	9.794204646	10.16913581	10.71352399	10.32800166	9.20881961	9.447393228	9.204473331	9.851436736	10.82332743	10.05124973
51601	4.165911939	3.026800059	4.001802243	3.962549023	3.267535798	4.13093087	2.927896454	4.279471296	3.472487771	3.609991295	2.939226578	3.077242999	4.689858236	3.485426827	1.655351829	3.370164281	2.855989697
51603	6.16651461	6.400708693	6.661778098	6.820434284	6.552745937	6.680605666	7.109987319	7.122465658	6.490890979	6.726695004	6.8899602	5.968090752	6.055499366	6.834028535	6.380071387	6.406332578	6.319581809
51606	8.278402994	6.864928972	7.251056285	8.169173402	7.260778432	7.454916138	8.606405213	7.704041955	7.574252917	6.911212202	7.918565129	7.687970487	8.585563498	7.170225532	8.337443505	8.168371264	7.935990053
5161	4.670160514	4.417515003	4.589763487	3.906890596	4.099295204	3.71918344	4.652486495	4.687060688	4.690417096	5.058749412	4.959770155	4.032982417	5.447579197	4.565597176	5.239550797	4.496334513	4.534808661
51614	8.336194109	8.623771775	8.472609616	8.172527519	8.535003144	8.544230345	8.617944917	9.143893361	8.558152814	8.435961895	9.052894047	9.663522526	9.387715795	8.694218574	9.684555781	9.423178954	7.3323499
5162	7.561555263	9.279123023	8.183585761	8.242269039	8.440620048	8.879430089	8.63742187	8.751979145	9.137042361	9.130338889	8.979939586	8.44145028	8.336818943	8.994919089	8.014745821	8.500084988	9.602643197
51622	7.575614878	7.28771238	7.11997861	7.273142859	7.928962441	7.4264325	7.20143783	7.911751493	7.086613947	7.355439197	7.068348361	8.140931995	7.692789835	8.355923656	7.172727518	7.656424863	7.483896373
51626	7.024918018	7.79824497	8.226556696	8.208527014	7.408202345	6.831623937	7.141596278	8.130673517	5.976363636	6.946496941	6.405822221	6.459267667	7.06608919	7.099400415	7.169524197	7.369640965	8.089582893
